what,kind,bundleId,bundleVersion,description,time
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1395781128667
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1395781128668
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1395781128668
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1395781128668
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1395781128668
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1395781128668
started,bundle,com.altera.sbtgui.ui,11.0.0.208,"com.altera.sbtgui.ui",1395781128668
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1395781128668
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1395781128668
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1395781128668
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1395781128668
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1395781128668
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1395781128668
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1395781128668
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1395781128668
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1395781128668
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1395781128669
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1395781128669
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1395781128669
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1395781128669
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1395781128669
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1395781128669
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1395781128669
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1395781128669
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1395781128669
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1395781128669
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1395781128669
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1395781128669
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1395781128670
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1395781128670
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1395781128670
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1395781128670
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1395781128670
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1395781128670
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1395781128670
started,bundle,org.eclipse.equinox.p2.director,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.director",1395781128671
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1395781128671
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1395781128671
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1395781128671
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1395781128671
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1395781128671
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1395781128671
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1395781128671
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1395781128671
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1395781128671
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1395781128671
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1395781128671
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1395781128671
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1395781128672
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1395781128672
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1395781128672
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1395781128672
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1395781128672
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1395781128672
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1395781128672
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1395781128672
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1395781128672
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1395781128672
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1395781128672
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1395781128672
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1395781128672
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1395781128672
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1395781128672
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1395781128672
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1395781128672
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1395781128672
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1395781128672
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1395781128672
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1395781128672
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1395781128672
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1395781128672
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1395781128672
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1395781128672
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1395781128672
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1395781128672
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1395781128672
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1395781128672
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1395781128672
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1395781128672
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1395781128673
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1395781128673
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1395781128673
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1395781128673
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1395781128673
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1395781128673
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1395781128673
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1395781128673
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1395781128673
os,sysinfo,,,"win32",1395781128675
arch,sysinfo,,,"x86",1395781128675
ws,sysinfo,,,"win32",1395781128675
locale,sysinfo,,,"en_NZ",1395781128675
processors,sysinfo,,,"4",1395781128675
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1395781128675
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1395781128675
java.specification.name,sysinfo,,,"Java Platform API Specification",1395781128675
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1395781128675
java.specification.version,sysinfo,,,"1.6",1395781128675
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1395781128675
java.version,sysinfo,,,"1.6.0_23",1395781128675
java.vm.info,sysinfo,,,"mixed mode",1395781128675
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1395781128675
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1395781128675
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1395781128675
java.vm.specification.version,sysinfo,,,"1.0",1395781128675
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1395781128675
java.vm.version,sysinfo,,,"19.0-b09",1395781128675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781142486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781145874
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781173988
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781174507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781243920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781244997
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781250319
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1395781265071
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395781268258
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1395781269306
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1395781269849
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781271924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781320566
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781323057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781324082
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1395781331338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781333198
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1395781333549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781336935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781338202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781339368
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1395781351239
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1395781351296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781352447
started,bundle,org.eclipse.core.databinding,1.3.100.I20100601-0800,"org.eclipse.core.databinding",1395781360209
started,bundle,org.eclipse.core.databinding.property,1.3.0.I20100601-0800,"org.eclipse.core.databinding.property",1395781360223
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781557422
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1395781557435
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781557710
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781557814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781558297
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781563683
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1395781569743
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1395781569765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781572921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781574387
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781577330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781618114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781618641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781633670
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781660900
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781665695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781672805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781673662
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781675061
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781685860
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781690542
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1395781700036
started,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1395781706925
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781854012
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1395781854051
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1395781861605
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1395781861606
opened,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395781865699
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1395781866038
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1395781866111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781867001
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781876138
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781876897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781882814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781886116
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781900975
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395781902103
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395781904454
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781907286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781909416
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395781911095
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395781914950
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395781917478
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395781923488
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1395781924754
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395781924805
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1395781924933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781928103
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1395781933704
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395781934568
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1395781937199
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395781942474
